WB-1044190	WB-1044191	WB-1044192
ENSG00000257786	0	0	0
ENSG00000257790	0	0	0
ENSG00000257792	0	0	0
ENSG00000257800	0	0	0
ENSG00000257802	0	0	0
ENSG00000257803	0	0	0
ENSG00000257807	0	0	0
ENSG00000257813	0	0	0
ENSG00000257818	0	0	0
ENSG00000257820	0	0	0
ENSG00000257823	0	0	0
ENSG00000257825	0	0	0
ENSG00000257838	0	0	0
ENSG00000257844	0	0	0
ENSG00000257846	0	0	0
ENSG00000257847	0	0	0
ENSG00000257848	0	0	0
ENSG00000257851	0	0	0
ENSG00000257852	0	0	0
ENSG00000257853	0	0	0
ENSG00000257855	0	0	0
ENSG00000257858	0	0	0
ENSG00000257864	0	0	0
ENSG00000257865	0	0	0
ENSG00000257872	0	0	0
ENSG00000257875	0	0	0
ENSG00000257884	0	0	0
ENSG00000257885	0	0	0
ENSG00000257896	0	0	0
ENSG00000257897	0	0	0
ENSG00000257905	0	0	0
ENSG00000257907	0	0	0
ENSG00000257915	0	0	0
ENSG00000257921	0	0	0
ENSG00000257923	50	50	50
ENSG00000257927	0	0	0
ENSG00000257941	0	0	0
ENSG00000257949	3	3	3
ENSG00000257950	0	0	0
ENSG00000257951	0	0	0
ENSG00000257954	0	0	0
ENSG00000257956	0	0	0
ENSG00000257957	0	0	0
ENSG00000257966	0	0	0
ENSG00000257976	0	0	0
ENSG00000257979	0	0	0
ENSG00000257991	0	0	0
ENSG00000257994	0	0	0
ENSG00000257998	0	0	0
ENSG00000258011	0	0	0
ENSG00000258012	0	0	0
ENSG00000258013	0	0	0
ENSG00000258016	0	0	0
ENSG00000258021	0	0	0
ENSG00000258024	0	0	0
ENSG00000258027	0	0	0
ENSG00000258033	0	0	0
ENSG00000258036	0	0	0
ENSG00000258051	0	0	0
ENSG00000258052	0	0	0
ENSG00000258064	0	0	0
ENSG00000258065	0	0	0
ENSG00000258071	0	0	0
ENSG00000258072	0	0	0
ENSG00000258073	0	0	0
ENSG00000258074	0	0	0
ENSG00000258076	0	0	0
ENSG00000258080	0	0	0
ENSG00000258083	0	0	0
ENSG00000258090	0	0	0
ENSG00000258091	0	0	0
ENSG00000258102	0	0	0
ENSG00000258104	0	0	0
ENSG00000258111	0	0	0
ENSG00000258112	0	0	0
ENSG00000258116	0	0	0
ENSG00000258118	0	0	0
ENSG00000258120	0	0	0
ENSG00000258128	0	0	0
ENSG00000258130	1	1	1
ENSG00000258133	0	0	0
ENSG00000258134	0	0	0
ENSG00000258142	0	0	0
ENSG00000258148	0	0	0
ENSG00000258150	0	0	0
ENSG00000258153	0	0	0
ENSG00000258154	0	0	0
ENSG00000258159	0	0	0
ENSG00000258173	0	0	0
ENSG00000258179	0	0	0
ENSG00000258184	0	0	0
ENSG00000258186	0	0	0
ENSG00000258193	0	0	0
ENSG00000258202	0	0	0
ENSG00000258204	0	0	0
ENSG00000258205	0	0	0
ENSG00000258206	0	0	0
ENSG00000258212	0	0	0
ENSG00000258215	0	0	0
ENSG00000258223	0	0	0
ENSG00000258224	0	0	0
ENSG00000258227	0	0	0
ENSG00000258230	0	0	0
ENSG00000258233	0	0	0
ENSG00000258239	0	0	0
ENSG00000258244	0	0	0
ENSG00000258245	0	0	0
ENSG00000258251	0	0	0
ENSG00000258262	0	0	0
ENSG00000258271	0	0	0
ENSG00000258273	0	0	0
ENSG00000258275	0	0	0
ENSG00000258278	0	0	0
ENSG00000258282	0	0	0
ENSG00000258284	0	0	0
ENSG00000258288	0	0	0
ENSG00000258289	6.74	6.74	6.74
ENSG00000258290	0	0	0
ENSG00000258300	0	0	0
ENSG00000258304	0	0	0
ENSG00000258311	0	0	0
ENSG00000258315	12	12	12
ENSG00000258316	0	0	0
ENSG00000258320	0	0	0
ENSG00000258324	0	0	0
ENSG00000258336	0	0	0
ENSG00000258350	0	0	0
ENSG00000258352	0	0	0
ENSG00000258357	0	0	0
ENSG00000258358	0	0	0
ENSG00000258359	0	0	0
ENSG00000258360	0	0	0
ENSG00000258366	4.111	4.115	4.112
ENSG00000258367	0	0	0
ENSG00000258368	0	0	0
ENSG00000258369	0	0	0
ENSG00000258373	0	0	0
ENSG00000258375	0	0	0
ENSG00000258381	0	0	0
ENSG00000258385	0	0	0
ENSG00000258387	0	0	0
ENSG00000258388	0	0	0
ENSG00000258392	0	0	0
ENSG00000258397	0	0	0
ENSG00000258401	0	0	0
ENSG00000258405	0	0	0
ENSG00000258406	0	0	0
ENSG00000258408	0	0	0
ENSG00000258411	0	0	0
ENSG00000258415	0	0	0
ENSG00000258417	0	0	0
ENSG00000258420	0	0	0
ENSG00000258421	0	0	0
ENSG00000258423	0	0	0
ENSG00000258427	0	0	0
ENSG00000258429	0	0	0
ENSG00000258431	0	0	0
ENSG00000258436	0	0	0
ENSG00000258438	0	0	0
ENSG00000258439	0	0	0
ENSG00000258440	0	0	0
ENSG00000258445	0	0	0
ENSG00000258446	0	0	0
ENSG00000258448	0	0	0
ENSG00000258452	0	0	0
ENSG00000258453	0	0	0
ENSG00000258456	0	0	0
ENSG00000258462	0	0	0
ENSG00000258463	0	0	0
ENSG00000258465	0	0	0
ENSG00000258466	0	0	0
ENSG00000258467	0	0	0
ENSG00000258468	0	0	0
ENSG00000258469	0	0	0
ENSG00000258472	3.307	3.307	3.307
ENSG00000258477	0	0	0
ENSG00000258482	0	0	0
ENSG00000258484	0	0	0
ENSG00000258485	0	0	0
ENSG00000258488	0	0	0
ENSG00000258491	0	0	0
ENSG00000258493	0	0	0
ENSG00000258494	0	0	0
ENSG00000258500	0	0	0
ENSG00000258501	0	0	0
ENSG00000258503	0	0	0
ENSG00000258505	0	0	0
ENSG00000258506	0	0	0
ENSG00000258509	0	0	0
ENSG00000258510	0	0	0
ENSG00000258513	0	0	0
ENSG00000258519	0	0	0
ENSG00000258524	0	0	0
ENSG00000258527	0	0	0
ENSG00000258529	0	0	0
ENSG00000258531	0	0	0
ENSG00000258536	0	0	0
ENSG00000258539	0	0	0
ENSG00000258540	0	0	0
ENSG00000258541	0	0	0
ENSG00000258542	0	0	0
ENSG00000258543	0	0	0
ENSG00000258544	0	0	0
ENSG00000258546	0	0	0
ENSG00000258549	0	0	0
ENSG00000258550	0	0	0
ENSG00000258552	0	0	0
ENSG00000258555	2.271	2.271	2.271
ENSG00000258557	0	0	0
ENSG00000258562	0	0	0
ENSG00000258563	0	0	0
ENSG00000258564	0	0	0
ENSG00000258565	0	0	0
ENSG00000258566	0	0	0
ENSG00000258567	0	0	0
ENSG00000258568	0	0	0
ENSG00000258570	0	0	0
ENSG00000258571	0	0	0
ENSG00000258577	0	0	0
ENSG00000258578	0	0	0
ENSG00000258581	0	0	0
ENSG00000258585	0	0	0
ENSG00000258587	0	0	0
ENSG00000258588	0	0	0
ENSG00000258589	0	0	0
ENSG00000258590	0	0	0
ENSG00000258591	0	0	0
ENSG00000258597	0	0	0
ENSG00000258599	0	0	0
ENSG00000258605	0	0	0
ENSG00000258608	0	0	0
ENSG00000258611	0	0	0
ENSG00000258613	0	0	0
ENSG00000258615	0	0	0
ENSG00000258618	0	0	0
ENSG00000258619	0	0	0
ENSG00000258622	0	0	0
ENSG00000258624	0	0	0
ENSG00000258625	0	0	0
ENSG00000258626	0	0	0
ENSG00000258627	0	0	0
ENSG00000258628	0	0	0
ENSG00000258629	0	0	0
ENSG00000258632	0	0	0
ENSG00000258638	0	0	0
ENSG00000258639	0	0	0
ENSG00000258640	0	0	0
ENSG00000258641	0	0	0
ENSG00000258643	1.489	1.489	1.489
ENSG00000258644	0	0	0
ENSG00000258645	0	0	0
ENSG00000258648	0	0	0
ENSG00000258650	0	0	0
ENSG00000258652	0	0	0
ENSG00000258653	0	0	0
ENSG00000258656	0	0	0
ENSG00000258659	0	0	0
ENSG00000258665	0	0	0
ENSG00000258668	0	0	0
ENSG00000258671	0	0	0
ENSG00000258674	0	0	0
ENSG00000258677	0	0	0
ENSG00000258679	1	1	1
ENSG00000258680	0	0	0
ENSG00000258681	0	0	0
ENSG00000258684	0	0	0
ENSG00000258685	0	0	0
ENSG00000258691	0	0	0
ENSG00000258692	0	0	0
ENSG00000258705	0	0	0
ENSG00000258706	0	0	0
ENSG00000258707	0	0	0
ENSG00000258712	0	0	0
ENSG00000258713	0	0	0
ENSG00000258721	0	0	0
ENSG00000258722	0	0	0
ENSG00000258724	0	0	0
ENSG00000258726	0	0	0
ENSG00000258728	0	0	0
ENSG00000258732	0	0	0
ENSG00000258734	0	0	0
ENSG00000258737	0	0	0
ENSG00000258739	0	0	0
ENSG00000258741	0	0	0
ENSG00000258746	0	0	0
ENSG00000258750	0	0	0
ENSG00000258758	0	0	0
ENSG00000258759	0	0	0
ENSG00000258762	0	0	0
ENSG00000258764	0	0	0
ENSG00000258767	0	0	0
ENSG00000258769	0	0	0
ENSG00000258771	0	0	0
ENSG00000258778	0	0	0
ENSG00000258780	0	0	0
ENSG00000258781	0	0	0
ENSG00000258783	0	0	0
ENSG00000258786	0	0	0
ENSG00000258787	0	0	0
ENSG00000258788	0	0	0
ENSG00000258790	0	0	0
ENSG00000258794	0	0	0
ENSG00000258796	0	0	0
ENSG00000258797	0	0	0
ENSG00000258799	0	0	0
ENSG00000258802	0	0	0
ENSG00000258805	0	0	0
ENSG00000258806	0	0	0
ENSG00000258812	0	0	0
ENSG00000258816	0	0	0
ENSG00000258817	0	0	0
ENSG00000258818	1	1	1
ENSG00000258822	0	0	0
ENSG00000258823	1	1	1
ENSG00000258828	0	0	0
ENSG00000258830	2.127	2.127	2.127
ENSG00000258834	0	0	0
ENSG00000258835	0	0	0
ENSG00000258836	0	0	0
ENSG00000258839	9	9	9
ENSG00000258841	0	0	0
ENSG00000258846	0	0	0
ENSG00000258848	0	0	0
ENSG00000258849	0	0	0
ENSG00000258855	0	0	0
ENSG00000258856	0	0	0
ENSG00000258863	0	0	0
ENSG00000258864	0	0	0
ENSG00000258870	0	0	0
ENSG00000258872	0	0	0
ENSG00000258873	0	0	0
ENSG00000258877	0	0	0
ENSG00000258878	0	0	0
ENSG00000258880	0	0	0
ENSG00000258881	0	0	0
ENSG00000258883	0	0	0
ENSG00000258886	0	0	0
ENSG00000258887	0	0	0
ENSG00000258890	9	9	9
ENSG00000258893	0	0	0
ENSG00000258894	0	0	0
ENSG00000258895	0	0	0
ENSG00000258896	0	0	0
ENSG00000258899	0	0	0
ENSG00000258900	0	0	0
ENSG00000258901	0	0	0
ENSG00000258905	0	0	0
ENSG00000258906	0	0	0
ENSG00000258907	0	0	0
ENSG00000258915	0	0	0
ENSG00000258916	0	0	0
ENSG00000258917	0	0	0
ENSG00000258923	0	0	0
ENSG00000258925	0	0	0
ENSG00000258930	0	0	0
ENSG00000258932	0	0	0
ENSG00000258934	0	0	0
ENSG00000258941	0	0	0
ENSG00000258947	317.796	317.796	317.796
ENSG00000258948	0	0	0
ENSG00000258951	0	0	0
ENSG00000258956	0	0	0
ENSG00000258960	0	0	0
ENSG00000258963	0	0	0
ENSG00000258965	0	0	0
ENSG00000258966	0	0	0
ENSG00000258967	0	0	0
ENSG00000258968	0	0	0
ENSG00000258971	0	0	0
ENSG00000258972	0	0	0
ENSG00000258973	0	0	0
ENSG00000258978	0	0	0
ENSG00000258980	0	0	0
ENSG00000258981	0	0	0
ENSG00000258984	0	0	0
ENSG00000258986	0	0	0
ENSG00000258988	0	0	0
ENSG00000258989	0	0	0
ENSG00000258990	0	0	0
ENSG00000258991	0	0	0
ENSG00000258992	0	0	0
ENSG00000258993	0	0	0
ENSG00000258995	0	0	0
ENSG00000258996	0	0	0
ENSG00000258997	0	0	0
ENSG00000259000	0	0	0
ENSG00000259009	0	0	0
ENSG00000259010	0	0	0
ENSG00000259012	0	0	0
ENSG00000259013	0	0	0
ENSG00000259015	0	0	0
ENSG00000259016	0	0	0
ENSG00000259019	0	0	0
ENSG00000259020	0	0	0
ENSG00000259021	0	0	0
ENSG00000259022	0	0	0
ENSG00000259024	4.659	4.657	4.657
ENSG00000259025	0	0	0
ENSG00000259029	0	0	0
ENSG00000259030	0	0	0
ENSG00000259032	0	0	0
ENSG00000259040	0	0	0
ENSG00000259043	0	0	0
ENSG00000259045	0	0	0
ENSG00000259046	0	0	0
ENSG00000259047	0	0	0
ENSG00000259050	0	0	0
ENSG00000259051	0	0	0
ENSG00000259056	0	0	0
ENSG00000259057	0	0	0
ENSG00000259059	0	0	0
ENSG00000259060	0	0	0
ENSG00000259064	0	0	0
ENSG00000259068	0	0	0
ENSG00000259074	0	0	0
ENSG00000259075	0	0	0
ENSG00000259078	0	0	0
ENSG00000259079	0	0	0
ENSG00000259086	0	0	0
ENSG00000259089	0	0	0
ENSG00000259090	0	0	0
ENSG00000259092	0	0	0
ENSG00000259095	0	0	0
ENSG00000259096	0	0	0
ENSG00000259098	0	0	0
ENSG00000259099	0	0	0
ENSG00000259100	0	0	0
ENSG00000259101	0	0	0
ENSG00000259102	0	0	0
ENSG00000259105	0	0	0
ENSG00000259109	0	0	0
ENSG00000259112	0	0	0
ENSG00000259117	0	0	0
ENSG00000259120	0	0	0
ENSG00000259121	0	0	0
ENSG00000259122	0	0	0
ENSG00000259132	0	0	0
ENSG00000259136	0	0	0
ENSG00000259137	0	0	0
ENSG00000259140	0	0	0
ENSG00000259144	0	0	0
ENSG00000259148	0	0	0
ENSG00000259151	0	0	0
ENSG00000259154	0	0	0
ENSG00000259155	0	0	0
ENSG00000259156	0	0	0
ENSG00000259157	0	0	0
ENSG00000259160	0	0	0
ENSG00000259161	0	0	0
ENSG00000259162	0	0	0
ENSG00000259164	0	0	0
ENSG00000259165	0	0	0
ENSG00000259167	0	0	0
ENSG00000259169	0	0	0
ENSG00000259171	0	0	0
ENSG00000259173	0	0	0
ENSG00000259179	0	0	0
ENSG00000259183	0	0	0
ENSG00000259186	0	0	0
ENSG00000259191	0	0	0
ENSG00000259192	0	0	0
ENSG00000259195	0	0	0
ENSG00000259205	0	0	0
ENSG00000259207	0	0	0
ENSG00000259208	0	0	0
ENSG00000259214	0	0	0
ENSG00000259216	0	0	0
ENSG00000259217	0	0	0
ENSG00000259224	0	0	0
ENSG00000259227	0	0	0
ENSG00000259228	0	0	0
ENSG00000259229	0	0	0
ENSG00000259231	0	0	0
ENSG00000259232	0	0	0
ENSG00000259236	0	0	0
ENSG00000259239	0	0	0
ENSG00000259246	0	0	0
ENSG00000259247	0	0	0
ENSG00000259257	0	0	0
ENSG00000259258	0	0	0
ENSG00000259259	0	0	0
ENSG00000259261	0	0	0
ENSG00000259262	0	0	0
ENSG00000259266	0	0	0
ENSG00000259270	0	0	0
ENSG00000259271	0	0	0
ENSG00000259273	0	0	0
ENSG00000259286	0	0	0
ENSG00000259288	0	0	0
ENSG00000259295	4.632	4.632	4.632
ENSG00000259299	0	0	0
ENSG00000259300	0	0	0
ENSG00000259301	0	0	0
ENSG00000259302	0	0	0
ENSG00000259303	0	0	0
ENSG00000259304	0	0	0
ENSG00000259305	0	0	0
ENSG00000259308	0	0	0
ENSG00000259315	1	1	1
ENSG00000259316	0	0	0
ENSG00000259317	0	0	0
ENSG00000259318	0	0	0
ENSG00000259324	0	0	0
ENSG00000259332	0	0	0
ENSG00000259333	0	0	0
ENSG00000259335	0	0	0
ENSG00000259337	0	0	0
ENSG00000259338	0	0	0
ENSG00000259339	0	0	0
ENSG00000259340	0	0	0
ENSG00000259346	0	0	0
ENSG00000259350	0	0	0
ENSG00000259358	0	0	0
ENSG00000259369	0	0	0
ENSG00000259371	0	0	0
ENSG00000259374	0	0	0
ENSG00000259378	0	0	0
ENSG00000259379	0	0	0
ENSG00000259381	0	0	0
ENSG00000259384	0	0	0
ENSG00000259388	0	0	0
ENSG00000259389	0	0	0
ENSG00000259392	0	0	0
ENSG00000259393	0	0	0
ENSG00000259394	0	0	0
ENSG00000259397	0	0	0
ENSG00000259399	0	0	0
ENSG00000259404	0	0	0
ENSG00000259405	0	0	0
ENSG00000259411	0	0	0
ENSG00000259413	0	0	0
ENSG00000259414	0	0	0
ENSG00000259419	0	0	0
ENSG00000259421	0	0	0
ENSG00000259425	0	0	0
ENSG00000259427	0	0	0
ENSG00000259428	0	0	0
ENSG00000259429	1	1	1
ENSG00000259431	7	7	7
ENSG00000259433	0	0	0
ENSG00000259435	0	0	0
ENSG00000259440	0	0	0
ENSG00000259441	0	0	0
ENSG00000259449	0	0	0
ENSG00000259452	0	0	0
ENSG00000259454	0	0	0
ENSG00000259461	0	0	0
ENSG00000259464	0	0	0
ENSG00000259465	0	0	0
ENSG00000259466	0	0	0
ENSG00000259467	0	0	0
ENSG00000259470	0	0	0
ENSG00000259477	0	0	0
ENSG00000259479	0	0	0
ENSG00000259489	0	0	0
ENSG00000259490	0	0	0
ENSG00000259493	0	0	0
ENSG00000259494	0	0	0
ENSG00000259496	0	0	0
ENSG00000259500	0	0	0
ENSG00000259502	0	0	0
ENSG00000259505	0	0	0
ENSG00000259507	0	0	0
ENSG00000259509	0	0	0
ENSG00000259511	0	0	0
ENSG00000259512	0	0	0
ENSG00000259513	0	0	0
ENSG00000259516	0	0	0
ENSG00000259522	0	0	0
ENSG00000259525	0	0	0
ENSG00000259529	2.536	2.534	2.532
ENSG00000259531	0	0	0
ENSG00000259533	0	0	0
ENSG00000259535	0	0	0
ENSG00000259538	0	0	0
ENSG00000259545	0	0	0
ENSG00000259547	0	0	0
ENSG00000259550	0	0	0
ENSG00000259556	1	1	1
ENSG00000259557	0	0	0
ENSG00000259558	0	0	0
ENSG00000259562	0	0	0
ENSG00000259565	0	0	0
ENSG00000259569	0	0	0
ENSG00000259570	0	0	0
ENSG00000259571	0	0	0
ENSG00000259573	0	0	0
ENSG00000259581	0	0	0
ENSG00000259585	0	0	0
ENSG00000259586	0	0	0
ENSG00000259592	0	0	0
ENSG00000259593	0	0	0
ENSG00000259600	0	0	0
ENSG00000259601	0	0	0
ENSG00000259608	0	0	0
ENSG00000259609	0	0	0
ENSG00000259612	0	0	0
ENSG00000259614	0	0	0
ENSG00000259619	0	0	0
ENSG00000259622	0	0	0
ENSG00000259626	0	0	0
ENSG00000259630	0	0	0
ENSG00000259632	0	0	0
ENSG00000259633	0	0	0
ENSG00000259637	0	0	0
ENSG00000259646	0	0	0
ENSG00000259648	0	0	0
ENSG00000259651	0	0	0
ENSG00000259655	0	0	0
ENSG00000259657	0	0	0
ENSG00000259660	1	1	1
ENSG00000259665	0	0	0
ENSG00000259671	0	0	0
ENSG00000259674	0	0	0
ENSG00000259677	0	0	0
ENSG00000259680	0	0	0
ENSG00000259683	0	0	0
ENSG00000259686	0	0	0
ENSG00000259688	0	0	0
ENSG00000259691	0	0	0
ENSG00000259695	0	0	0
ENSG00000259696	0	0	0
ENSG00000259698	0	0	0
ENSG00000259699	0	0	0
ENSG00000259706	0	0	0
ENSG00000259707	0	0	0
ENSG00000259710	0	0	0
ENSG00000259722	0	0	0
ENSG00000259726	0	0	0
ENSG00000259728	0	0	0
ENSG00000259738	0	0	0
ENSG00000259742	0	0	0
ENSG00000259743	0	0	0
ENSG00000259746	0	0	0
ENSG00000259749	0	0	0
ENSG00000259750	0	0	0
ENSG00000259751	0	0	0
ENSG00000259752	0	0	0
ENSG00000259753	0	0	0
ENSG00000259769	0	0	0
ENSG00000259770	0	0	0
ENSG00000259781	13.589	13.587	13.593
ENSG00000259784	0	0	0
ENSG00000259790	0	0	0
ENSG00000259800	0	0	0
ENSG00000259803	0	0	0
ENSG00000259822	0	0	0
ENSG00000259823	0	0	0
ENSG00000259832	0	0	0
ENSG00000259836	0	0	0
ENSG00000259838	0	0	0
ENSG00000259842	0	0	0
ENSG00000259844	0	0	0
ENSG00000259845	0	0	0
ENSG00000259848	0	0	0
ENSG00000259852	0	0	0
ENSG00000259856	0	0	0
ENSG00000259864	0	0	0
ENSG00000259866	0	0	0
ENSG00000259873	0	0	0
ENSG00000259874	0	0	0
ENSG00000259882	0	0	0
ENSG00000259890	0	0	0
ENSG00000259892	0	0	0
ENSG00000259897	0	0	0
ENSG00000259898	0	0	0
ENSG00000259900	0	0	0
ENSG00000259904	0	0	0
ENSG00000259909	0	0	0
ENSG00000259916	0	0	0
ENSG00000259917	0	0	0
ENSG00000259918	0	0	0
ENSG00000259922	0	0	0
ENSG00000259924	0	0	0
ENSG00000259931	0	0	0
ENSG00000259934	0	0	0
ENSG00000259948	0	0	0
ENSG00000259950	0	0	0
ENSG00000259956	31	31	31
ENSG00000259962	0	0	0
ENSG00000259963	0	0	0
ENSG00000259966	0	0	0
ENSG00000259978	0	0	0
ENSG00000259979	0	0	0
ENSG00000259982	0	0	0
ENSG00000259983	0	0	0
ENSG00000259984	0	0	0
ENSG00000259987	0	0	0
ENSG00000259990	0	0	0
ENSG00000259993	0	0	0
ENSG00000259996	0	0	0
ENSG00000259997	0	0	0
ENSG00000260001	0	0	0
ENSG00000260007	0	0	0
ENSG00000260010	0	0	0
ENSG00000260012	0	0	0
ENSG00000260014	0	0	0
ENSG00000260024	0	0	0
ENSG00000260027	0	0	0
ENSG00000260031	0	0	0
ENSG00000260033	0	0	0
ENSG00000260036	0	0	0
ENSG00000260047	0	0	0
ENSG00000260048	0	0	0
ENSG00000260053	0	0	0
ENSG00000260055	0	0	0
ENSG00000260062	0	0	0
ENSG00000260067	0	0	0
ENSG00000260068	0	0	0
ENSG00000260075	0	0	0
ENSG00000260078	0	0	0
ENSG00000260082	0	0	0
ENSG00000260087	0	0	0
ENSG00000260089	0	0	0
ENSG00000260092	1	1	1
ENSG00000260096	0	0	0
ENSG00000260097	0	0	0
ENSG00000260103	0	0	0
ENSG00000260104	0	0	0
ENSG00000260105	0	0	0
ENSG00000260109	0	0	0
ENSG00000260112	0	0	0
ENSG00000260113	0	0	0
ENSG00000260128	0	0	0
ENSG00000260133	0	0	0
ENSG00000260134	0	0	0
ENSG00000260139	0	0	0
ENSG00000260144	0	0	0
ENSG00000260146	0	0	0
ENSG00000260147	0	0	0
ENSG00000260152	0	0	0
ENSG00000260153	0	0	0
ENSG00000260157	0	0	0
ENSG00000260159	0	0	0
ENSG00000260161	0	0	0
ENSG00000260165	0	0	0
ENSG00000260170	0	0	0
ENSG00000260174	0	0	0
ENSG00000260184	0	0	0
ENSG00000260187	0	0	0
ENSG00000260207	0	0	0
ENSG00000260211	1	1	1
ENSG00000260212	0	0	0
ENSG00000260218	0	0	0
ENSG00000260220	0	0	0
ENSG00000260221	0	0	0
ENSG00000260224	0	0	0
ENSG00000260229	0	0	0
ENSG00000260230	10.004	10.004	10.004
ENSG00000260234	0	0	0
ENSG00000260238	0	0	0
ENSG00000260240	0	0	0
ENSG00000260247	0	0	0
ENSG00000260251	0	0	0
ENSG00000260255	0	0	0
ENSG00000260258	0	0	0
ENSG00000260266	0	0	0
ENSG00000260272	5.721	5.72	5.721
ENSG00000260275	0	0	0
ENSG00000260282	0	0	0
ENSG00000260284	0	0	0
ENSG00000260286	0	0	0
ENSG00000260290	0	0	0
ENSG00000260291	0	0	0
ENSG00000260298	0	0	0
ENSG00000260300	0	0	0
ENSG00000260307	0	0	0
ENSG00000260308	0	0	0
ENSG00000260314	0	0	0
ENSG00000260318	0	0	0
ENSG00000260325	0	0	0
ENSG00000260326	0	0	0
ENSG00000260327	0	0	0
ENSG00000260332	0	0	0
ENSG00000260335	0	0	0
ENSG00000260341	0	0	0
ENSG00000260342	0	0	0
ENSG00000260344	0	0	0
ENSG00000260347	0	0	0
ENSG00000260357	0	0	0
ENSG00000260371	0	0	0
ENSG00000260375	0	0	0
ENSG00000260379	0	0	0
ENSG00000260382	0	0	0
ENSG00000260386	0	0	0
ENSG00000260389	0	0	0
ENSG00000260395	0	0	0
ENSG00000260399	0	0	0
ENSG00000260405	0	0	0
ENSG00000260410	0	0	0
ENSG00000260413	0	0	0
ENSG00000260414	0	0	0
ENSG00000260427	0	0	0
ENSG00000260428	0	0	0
ENSG00000260431	0	0	0
ENSG00000260438	0	0	0
ENSG00000260443	0	0	0
ENSG00000260445	0	0	0
ENSG00000260451	0	0	0
ENSG00000260452	0	0	0
ENSG00000260456	0	0	0
ENSG00000260458	0	0	0
ENSG00000260459	0	0	0
ENSG00000260471	0	0	0
ENSG00000260472	0	0	0
ENSG00000260480	0	0	0
ENSG00000260483	0	0	0
ENSG00000260490	0	0	0
ENSG00000260494	0	0	0
ENSG00000260497	0	0	0
ENSG00000260514	0	0	0
ENSG00000260516	0	0	0
ENSG00000260518	0	0	0
ENSG00000260521	0	0	0
ENSG00000260522	0	0	0
ENSG00000260524	0	0	0
ENSG00000260525	0	0	0
ENSG00000260537	0	0	0
ENSG00000260538	0	0	0
ENSG00000260540	0	0	0
ENSG00000260548	0	0	0
ENSG00000260549	0	0	0
ENSG00000260571	0	0	0
ENSG00000260576	0	0	0
ENSG00000260582	0	0	0
ENSG00000260584	0	0	0
ENSG00000260590	0	0	0
ENSG00000260595	0	0	0
ENSG00000260596	0	0	0
ENSG00000260598	0	0	0
ENSG00000260602	0	0	0
ENSG00000260610	0	0	0
ENSG00000260615	0	0	0
ENSG00000260622	0	0	0
ENSG00000260628	0	0	0
ENSG00000260631	0	0	0
ENSG00000260638	0	0	0
ENSG00000260639	0	0	0
ENSG00000260644	0	0	0
ENSG00000260649	0	0	0
ENSG00000260662	0	0	0
ENSG00000260668	0	0	0
ENSG00000260674	0	0	0
ENSG00000260675	0	0	0
ENSG00000260678	0	0	0
ENSG00000260680	0	0	0
ENSG00000260685	0	0	0
ENSG00000260688	0	0	0
ENSG00000260689	0	0	0
ENSG00000260690	0	0	0
ENSG00000260691	0	0	0
ENSG00000260702	0	0	0
ENSG00000260714	2	2	2
ENSG00000260722	0	0	0
ENSG00000260724	0	0	0
ENSG00000260726	0	0	0
ENSG00000260727	0	0	0
ENSG00000260729	0	0	0
ENSG00000260731	0	0	0
ENSG00000260734	0	0	0
ENSG00000260746	0	0	0
ENSG00000260747	0	0	0
ENSG00000260762	0	0	0
ENSG00000260764	0	0	0
ENSG00000260765	0	0	0
ENSG00000260776	0	0	0
ENSG00000260781	0	0	0
ENSG00000260782	0	0	0
ENSG00000260784	0	0	0
ENSG00000260795	0	0	0
ENSG00000260797	0	0	0
ENSG00000260799	0	0	0
ENSG00000260809	0	0	0
ENSG00000260811	0	0	0
ENSG00000260812	0	0	0
ENSG00000260815	0	0	0
ENSG00000260817	0	0	0
ENSG00000260818	0	0	0
ENSG00000260828	0	0	0
ENSG00000260836	0	0	0
ENSG00000260844	0	0	0
ENSG00000260846	0	0	0
ENSG00000260851	0	0	0
ENSG00000260860	0	0	0
ENSG00000260861	0	0	0
ENSG00000260863	0	0	0
ENSG00000260864	0	0	0
ENSG00000260865	0	0	0
ENSG00000260866	0	0	0
ENSG00000260869	0	0	0
ENSG00000260870	0	0	0
ENSG00000260873	0	0	0
ENSG00000260882	0	0	0
ENSG00000260883	0	0	0
ENSG00000260889	0	0	0
ENSG00000260897	0	0	0
ENSG00000260900	0	0	0
ENSG00000260903	40	40	40
ENSG00000260908	0	0	0
ENSG00000260909	0	0	0
ENSG00000260914	0	0	0
ENSG00000260916	14	14	14
ENSG00000260928	0	0	0
ENSG00000260933	0	0	0
ENSG00000260939	0	0	0
ENSG00000260965	0	0	0
ENSG00000260967	0	0	0
ENSG00000260984	0	0	0
ENSG00000260991	0	0	0
ENSG00000260994	0	0	0
ENSG00000261007	0	0	0
ENSG00000261010	0	0	0
ENSG00000261011	0	0	0
ENSG00000261017	0	0	0
ENSG00000261041	0	0	0
ENSG00000261046	0	0	0
ENSG00000261047	0	0	0
ENSG00000261048	0	0	0
ENSG00000261052	7.011	7.011	7.011
ENSG00000261053	0	0	0
ENSG00000261056	0	0	0
ENSG00000261072	0	0	0
ENSG00000261077	0	0	0
ENSG00000261081	0	0	0
ENSG00000261084	0	0	0
ENSG00000261089	0	0	0
